,cart B,,
t,x,y,
8.033,21.09,1.394
8.067,21.93,1.301
8.100,22.30,1.301
8.133,22.86,1.301
8.167,23.79,1.487
8.200,24.16,1.487
8.233,24.53,1.394
8.267,25.09,1.301
8.300,25.65,1.301
8.333,26.11,1.301
8.367,26.76,1.487
8.400,27.41,1.487
8.433,27.78,1.487
8.467,28.06,1.487
8.500,28.34,1.487
8.533,28.53,1.487
8.567,29.08,1.487
8.600,29.18,1.487
8.633,28.99,1.487
8.667,29.27,1.487
8.700,29.46,1.487
8.733,29.46,1.487
8.767,29.46,1.487
8.800,29.46,1.394
8.833,29.92,1.394
8.867,30.01,1.394
8.900,30.39,1.580
8.933,30.66,1.301
8.967,30.66,1.301
9.000,30.66,1.394
9.033,30.66,1.487
9.067,30.94,1.487
9.100,30.57,1.487
