,cart A,,
t,x,y,
4.000,0.347,3.127
4.033,0.347,2.953
4.067,0.608,3.474
4.100,0.608,3.040
4.133,1.042,3.040
4.167,1.477,3.040
4.200,1.650,3.040
4.233,1.911,3.040
4.267,2.519,3.040
4.300,3.127,3.040
4.333,3.387,2.779
4.367,3.822,2.779
4.400,4.256,2.779
4.433,4.777,2.779
4.467,5.211,2.779
4.500,5.993,2.779
4.533,6.341,2.779
4.567,6.601,2.779
4.600,7.643,2.779
4.633,8.165,2.779
4.667,9.120,2.779
4.700,9.989,2.606
4.733,10.94,2.519
4.767,11.20,2.519
4.800,12.33,2.519
4.833,13.38,2.519
4.867,14.59,2.432
4.900,15.46,2.432
4.933,16.24,2.258
4.967,17.28,2.085
5.000,17.98,2.085
5.033,18.76,2.085
5.067,19.80,1.824
