,cartA',,
t,x,y,
8.000,20.44,1.858
8.033,20.35,2.230
8.067,20.35,2.044
8.100,20.35,2.044
8.133,20.35,2.044
8.167,20.35,2.044
8.200,20.35,2.044
8.233,20.63,2.044
8.267,20.63,2.044
8.300,20.63,2.044
8.333,20.63,2.044
8.367,20.63,2.044
8.400,20.63,2.044
8.433,20.63,2.044
8.467,20.63,2.044
8.500,20.63,2.044
8.533,20.63,2.044
8.567,20.63,2.044
8.600,20.63,2.044
8.633,20.63,2.044
8.667,20.63,2.044
8.700,20.63,2.044
8.733,20.63,2.044
8.767,20.63,2.044
8.800,20.63,2.044
8.833,20.63,2.044
8.867,20.63,2.044
8.900,20.63,2.044
8.933,20.63,2.044
8.967,20.63,2.044
9.000,20.63,2.044
