,cart B,,
t,x,y,
9.240,22.49,0.212
9.273,23.34,0.212
9.307,25.25,-0.318
9.341,26.52,-0.318
9.374,27.58,-0.424
9.408,28.54,-0.212
9.441,30.02,-0.212
9.475,31.40,-0.318
9.509,32.57,-0.318
9.542,33.74,-0.318
9.576,34.48,-0.318
9.609,35.75,-0.318
9.643,36.60,-0.318
9.677,38.09,-0.318
9.710,38.72,-0.106
9.744,39.68,-0.212
9.777,40.63,-0.212
9.811,41.80,-0.212
9.845,42.33,-0.424
9.878,42.75,-0.106
9.912,43.60,-0.424
9.945,44.77,-0.212
9.979,45.62,-0.212
10.013,46.25,-0.212
10.046,47.10,-0.212
10.080,47.74,-0.106
10.113,48.48,-0.106
10.147,49.33,-0.212
10.181,50.07,-0.212
10.214,50.82,-0.212
10.248,51.24,-0.212
10.281,51.67,-0.212
10.315,52.20,-0.212
10.349,52.62,-0.212
10.382,52.62,-0.212
