,cartA',,
t,x,y,
9.173,20.05,0.000
9.206,20.79,0.212
9.240,21.01,0.212
9.273,21.85,0.212
9.307,22.49,0.212
9.341,23.23,0.212
9.374,23.87,0.212
9.408,24.29,0.212
9.441,25.14,-0.106
9.475,25.78,-0.318
9.509,26.42,-0.318
9.542,27.69,-0.318
9.576,28.54,-0.424
9.609,29.39,-0.424
9.643,30.13,-0.424
9.677,30.98,-0.424
9.710,31.40,-0.424
9.744,31.93,-0.530
9.777,33.31,-0.530
9.811,33.74,-0.530
9.845,34.69,-0.424
9.878,35.33,-0.424
9.912,35.54,-0.318
9.945,36.49,-0.318
9.979,37.24,-0.318
10.013,37.77,-0.318
10.046,38.09,-0.318
10.080,38.72,-0.318
10.113,39.25,-0.318
10.147,40.31,-0.318
10.181,40.74,-0.424
10.214,41.06,-0.424
10.248,41.59,-0.424
10.281,42.12,-0.743
10.315,42.12,-0.424
10.349,42.75,-0.424
10.382,43.07,-0.212
10.416,43.60,-0.318
10.449,43.71,-0.318
10.483,44.13,-0.318
10.517,44.35,-0.424
10.550,44.88,-0.530
10.584,45.51,-0.530
10.617,46.04,-0.530
