t,x,y,
0.567,27.66,2.413
0.600,29.10,2.544
0.633,30.41,2.283
0.667,31.32,2.283
0.700,32.10,1.630
0.733,32.76,1.891
0.767,34.06,1.891
0.800,35.24,1.630
0.833,36.02,1.107
0.867,36.81,1.107
0.900,37.33,1.107
0.933,37.72,1.107
0.967,38.11,1.107
1.000,38.50,0.193
1.033,39.16,0.324
1.067,39.81,0.324
1.100,40.85,0.193
1.133,41.25,0.193
1.167,41.90,-0.199
1.200,42.42,-0.199
1.233,42.81,-0.330
1.267,43.21,-0.330
1.300,43.60,-0.460
1.333,44.51,-0.721
1.367,44.51,-0.983
1.400,44.25,-1.113
1.433,44.64,-1.113
1.467,44.90,-1.113
1.500,44.90,-1.113
1.533,45.30,-1.375
1.567,45.43,-1.375
1.600,45.82,-1.375
1.633,45.95,-1.505
1.667,46.08,-1.505
1.700,46.21,-1.505
1.733,46.47,-1.505
1.767,46.73,-1.636
1.800,46.86,-1.636
1.833,47.12,-1.766
1.867,47.39,-1.766
1.900,47.78,-1.897
1.933,47.52,-2.028
1.967,47.52,-2.028
2.000,47.52,-2.028
2.033,47.52,-2.028
2.067,47.52,-2.028
