,cart A,,
t,x,y,
4.533,-3.553E-15,2.784
4.567,,
4.600,,
4.633,,
4.667,,
4.700,,
4.733,,
4.767,,
4.800,1.691,2.486
4.833,2.188,2.486
4.867,2.188,2.387
4.900,2.784,2.287
4.933,3.679,2.486
4.967,4.177,2.486
5.000,4.873,2.387
5.033,5.469,2.287
5.067,6.364,2.287
5.100,6.961,2.088
5.133,8.055,2.287
5.167,8.651,2.287
5.200,9.546,2.287
5.233,10.74,2.287
5.267,11.83,2.287
5.300,12.73,2.188
5.333,14.32,2.188
5.367,14.62,2.188
5.400,15.81,2.188
5.433,17.60,2.188
5.467,18.70,2.188
5.500,20.09,1.989
5.533,21.08,1.989
