t,x,y,
0.600,7.239,4.391
0.633,7.089,4.391
0.667,7.089,4.391
0.700,6.939,4.541
0.733,6.939,4.541
0.767,6.040,4.541
0.800,6.190,4.541
0.833,6.190,4.541
0.867,6.190,4.541
0.900,6.190,4.541
0.933,6.190,4.541
0.967,6.190,4.541
1.000,6.340,4.541
1.033,6.789,4.541
1.067,7.239,4.391
1.100,7.689,4.391
1.133,8.738,4.391
1.167,9.487,4.391
1.200,9.937,4.391
1.233,10.09,4.391
1.267,10.54,4.241
1.300,10.99,4.241
1.333,11.44,4.241
1.367,12.48,3.941
1.400,12.48,3.941
1.433,12.78,3.941
1.467,13.08,4.241
1.500,13.23,3.492
1.533,13.83,3.342
1.567,14.58,3.492
1.600,14.43,3.492
1.633,14.43,3.492
1.667,13.83,3.342
1.700,14.28,3.342
1.733,14.28,3.192
