,cart B,,
t,x,y,
8.200,20.98,2.274
8.233,21.79,2.283
8.267,22.36,2.209
8.300,23.74,2.063
8.333,24.31,1.988
8.367,25.28,2.081
8.400,26.42,2.094
8.433,27.23,2.185
8.467,27.80,2.191
8.500,28.61,2.201
8.533,29.42,2.210
8.567,29.99,2.217
8.600,30.88,2.146
8.633,31.53,2.235
8.667,32.26,2.244
8.700,32.82,2.250
8.733,33.80,2.262
8.767,34.28,2.267
8.800,35.09,2.358
8.833,35.10,2.196
8.867,35.83,2.285
8.900,36.15,2.289
8.933,36.64,2.295
8.967,36.88,2.298
9.000,37.20,2.302
9.033,37.85,2.390
9.067,38.50,2.398
9.100,38.99,2.485
9.133,39.31,2.407
9.167,39.64,2.168
9.200,39.96,2.253
9.233,40.53,2.259
9.267,40.77,2.262
9.300,41.26,2.511
9.333,41.26,2.106
9.367,41.59,2.110
9.400,41.83,2.194
9.433,41.99,2.195
9.467,41.99,2.195
9.500,42.15,2.197
9.533,42.32,2.199
9.567,42.48,2.201
9.600,42.72,2.204
9.633,42.72,2.204
9.667,42.96,2.207
