,cart A,,
t,x,y,
4.567,0.406,3.117
4.600,0.748,3.117
4.633,0.748,2.946
4.667,1.177,2.946
4.700,1.348,2.946
4.733,1.606,2.946
4.767,2.120,2.946
4.800,2.634,2.946
4.833,3.234,2.946
4.867,3.577,2.946
4.900,4.520,2.946
4.933,5.120,2.860
4.967,5.977,2.860
5.000,6.834,2.860
5.033,7.605,3.032
5.067,8.462,2.860
5.100,9.320,2.774
5.133,10.18,2.774
5.167,10.86,2.603
5.200,12.06,2.603
5.233,13.01,2.689
5.267,13.86,2.774
5.300,14.89,2.517
5.333,16.09,2.517
5.367,17.03,2.517
5.400,18.06,2.517
5.433,19.09,2.603
5.467,19.78,2.432
