,cartA',,
t,x,y,
5.067,20.16,1.882
5.100,20.85,1.882
5.133,20.30,1.882
5.167,20.44,1.882
5.200,20.99,1.882
5.233,21.41,1.882
5.267,20.85,1.882
5.300,20.72,2.020
5.333,20.72,2.020
5.367,20.72,2.020
5.400,20.58,2.020
5.433,21.41,2.020
5.467,21.55,1.882
5.500,22.10,1.882
5.533,22.10,1.882
5.567,22.52,1.882
5.600,22.24,1.882
5.633,22.52,1.882
5.667,22.93,1.882
5.700,23.63,1.882
5.733,22.93,1.882
5.767,23.49,2.575
5.800,23.07,2.020
5.833,23.63,2.020
5.867,23.35,2.020
5.900,24.04,1.882
5.933,24.46,1.882
5.967,25.43,1.605
6.000,25.84,1.605
6.033,26.40,1.605
6.067,26.81,1.605
6.100,27.64,1.605
6.133,27.92,1.605
6.167,28.20,1.605
6.200,28.75,1.605
6.233,29.31,1.605
6.267,29.86,1.605
6.300,30.41,1.605
6.333,31.24,1.605
6.367,31.52,1.605
6.400,31.94,1.605
6.433,32.35,1.605
6.467,32.77,1.466
6.500,33.05,1.605
6.533,33.74,1.743
6.567,34.02,1.743
6.600,34.43,1.743
6.633,34.85,1.743
6.667,35.26,1.743
6.700,35.54,1.605
6.733,35.82,1.605
6.767,35.96,1.605
