,cartA',,
t,x,y,
8.233,20.43,2.522
8.267,20.70,2.433
8.300,20.70,2.433
8.333,20.70,2.433
8.367,20.70,2.433
8.400,20.70,2.433
8.433,20.70,2.433
8.467,20.70,2.433
8.500,20.70,2.433
8.533,20.70,2.433
8.567,20.70,2.433
8.600,20.70,2.433
8.633,20.70,2.433
8.667,20.89,2.435
8.700,20.89,2.435
8.733,20.89,2.435
8.767,20.89,2.435
8.800,20.89,2.435
8.833,20.89,2.435
8.867,20.89,2.435
8.900,20.89,2.435
8.933,20.89,2.435
8.967,20.89,2.435
9.000,21.16,2.623
9.033,21.25,2.716
9.067,21.25,2.440
9.100,21.25,2.624
9.133,21.25,2.624
9.167,21.25,2.624
9.200,21.25,2.624
9.233,21.25,2.624
9.267,21.25,2.624
9.300,21.25,2.624
9.333,21.25,2.624
9.367,21.25,2.624
9.400,21.25,2.624
9.433,21.25,2.624
9.467,21.25,2.624
9.500,21.25,2.624
9.533,21.25,2.624
9.567,21.25,2.624
9.600,21.25,2.624
9.633,21.25,2.624
9.667,21.25,2.624
9.700,21.25,2.624
9.733,21.25,2.624
9.767,21.25,2.624
9.800,21.25,2.624
9.833,21.25,2.624
9.867,21.25,2.624
9.900,21.25,2.624
9.933,21.25,2.624
9.967,21.25,2.624
10.000,21.25,2.624
10.033,21.25,2.624
10.067,21.25,2.624
10.100,21.25,2.624
10.133,21.25,2.624
10.167,21.25,2.624
10.200,21.25,2.624
10.233,21.25,2.624
10.267,21.25,2.624
10.300,21.25,2.624
10.333,21.25,2.624
10.367,21.25,2.624
10.400,21.25,2.624
10.433,21.25,2.624
10.467,21.25,2.624
10.500,21.25,2.624
10.533,21.25,2.624
10.567,21.25,2.624
10.600,21.25,2.624
10.633,21.25,2.624
10.667,21.25,2.624
10.700,21.25,2.624
10.733,21.25,2.624
10.767,21.25,2.624
10.800,21.25,2.624
10.833,21.25,2.624
10.867,21.25,2.624
10.900,21.25,2.624
10.933,21.25,2.624
10.967,21.25,2.624
11.000,21.25,2.624
11.033,21.25,2.624
11.067,21.25,2.624
11.100,21.25,2.624
11.133,21.25,2.624
11.167,21.25,2.624
11.200,21.25,2.624
11.233,21.25,2.624
11.267,21.25,2.624
11.300,21.25,2.624
11.333,21.25,2.624
11.367,21.25,2.624
11.400,21.25,2.624
11.433,21.25,2.624
11.467,21.25,2.624
11.500,21.25,2.624
11.533,21.25,2.624
11.567,21.25,2.624
11.600,21.25,2.624
11.633,21.25,2.624
11.667,21.25,2.624
11.700,21.25,2.624
11.733,21.25,2.624
11.767,21.25,2.624
11.800,21.25,2.624
11.833,21.25,2.624
11.867,21.25,2.624
11.900,21.25,2.624
11.933,21.25,2.624
11.967,21.25,2.624
12.000,21.25,2.624
12.033,21.25,2.624
12.067,21.25,2.624
12.100,21.25,2.624
12.133,21.25,2.624
12.167,21.25,2.624
12.200,21.25,2.624
